ID_Herramienta;ID_Encuestado;Plataforma (actual);Software utilizado;Framework -Librerias;Bases de Datos;QA-Testing
190;190;Azure, SAP;Bash/Shell, SQL, VBA;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
191;191;Amazon Web Services, Google Cloud Platform;Arduino, C++, CSS, HTML, Matlab;Django, WordPress;Google Cloud Storage, MongoDB;Ninguna de las anteriores
192;192;Amazon Web Services, Docker, Kubernetes, Linux, Windows Server;Bash/Shell, Groovy;son boludos? revisen el formulario;Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server;son boludos? revisen el formulario
193;193;Azure, Docker, Kubernetes, Linux;Bash/Shell, Python;Flask;MongoDB, PostgreSQL, Redis;Selenium, Playwright (alternativa a Selenium)
194;194;Docker, Firebase, Google Cloud Platform, Linux;Dart, Python, SQL;Django, Flask, Flutter, Hadoop, TensorFlow;Google Cloud Storage, Informix, MariaDB, MySQL, PostgreSQL, SQLite;Postman
195;195;Docker, Linux;HTML, Javascript, Python, SQL;Cordova, Django, Vue.js;MySQL, PostgreSQL, Cockroachdb ;Postman, Visual Studio Coded UI
196;196;Ninguna de las anteriores;Javascript, PHP, Scala;Akka, Laravel, React.js;MySQL;PHPUnit
197;197;VMWare, Windows Server;CSS, HTML, Javascript, SQL;Ninguno;Microsoft SQL Server, MySQL;Ninguno
198;198;Microcontroladores, SAP, Calipso;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
199;199;Amazon Web Services, Docker, Kubernetes, Linux, Terraform, Helm Chart. Github-actions;Bash/Shell, Python, SQL;Ninguno de los anteriores;Amazon RDS/Aurora, MySQL, PostgreSQL, Redis;Ninguna de las anteriores
200;200;Docker, Mainframe, OpenShift;COBOL, HTML, Java, Javascript, Kotlin;Bootstrap, jQuery, Node.js;IBM Db2, Microsoft SQL Server, MongoDB;JUnit, Mocha
201;201;Docker, Linux, Windows Server;C, CSS, HTML, Javascript, PHP, Python;Bootstrap, jQuery;MariaDB, Microsoft SQL Server, MySQL, SQLite;Cmocka, pytest
202;202;Azure, Linux, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, Oracle;Postman
203;203;Arduino o similar, Linux, Microcontroladores, VMWare;Arduino, CSS, HTML, Javascript, SQL;Bootstrap, Node.js, React.js;MariaDB, MySQL;Postman
204;204;Docker, Linux, VMWare;Bash/Shell, SQL;Ninguno de los anteriores;MySQL, PostgreSQL, SQLite;Postman
205;205;Azure, Docker, Kubernetes, Linux, Serverless, Spark;Bash/Shell, C#, Python, SQL;Spark;ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, PostgreSQL;SoapUI, TFS
206;206;Amazon Web Services, Docker, Serverless;Javascript, Python, TypeScript;Node.js;Amazon DynamoDB, PostgreSQL;Jest
207;207;Docker;Go, Java;Spring;Amazon DynamoDB, ElasticSearch, MySQL;Postman
208;208;Docker, Google Cloud Platform, Linux;Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL;Bootstrap, Flask, Spring;MariaDB, MySQL;Ninguna de las anteriores
209;209;Azure, Docker, Linux, OpenStack, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
210;210;Linux, Mainframe;Bash/Shell, Python, SQL;Django, jQuery, WordPress;MariaDB, Oracle, SQLite;Postman, Selenium
211;211;Kubernetes, OpenShift;Java;Spring;Microsoft SQL Server, Oracle;Ninguna de las anteriores
212;212;SAP;SQL, SSIS;Ninguno de los anteriores;Microsoft SQL Server, Oracle;Ninguna de las anteriores
213;213;Amazon Web Services;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
214;214;Oracle Cloud;HTML, Java, Javascript;Jet;Oracle;Postman
215;215;Amazon Web Services, Azure;Python, SQL;Spark;Amazon DynamoDB, Amazon Redshift, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, SQLite;Ninguna de las anteriores
216;216;Amazon Web Services, Heroku, Linux;Javascript, Python, Gdscript;React.js, FastAPI;MySQL, SQLite;Ninguna de las anteriores
217;217;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
218;218;Salesforce;HTML, Javascript, Apex;Node.js;Soql;Ninguna de las anteriores
219;219;Docker;CSS, HTML, Javascript, TypeScript;Next.js, React.js;Ninguna de las anteriores;Jest, Mocha, Postman, Visual Studio Coded UI, React testing library
220;220;Amazon Web Services, Linux;Bash/Shell, Python;Ninguno de los anteriores;Amazon DynamoDB, Amazon Redshift, Amazon HBase, Amazon RDS/Aurora;Ninguna de las anteriores
221;221;Docker, Linux, VMWare, Windows Server;CSS, HTML, Javascript, PHP, SQL;Bootstrap, CodeIgniter, jQuery, Laravel, Vue.js, WordPress;MariaDB, MySQL, PostgreSQL;Ninguna de las anteriores
222;222;Docker, Kubernetes, Windows Server;CSS, HTML, Javascript, TypeScript;Next.js, Node.js, React.js, Tailwind;Ninguna de las anteriores;Ninguna de las anteriores
223;223;Amazon Web Services, Docker, Linux, Serverless;Bash/Shell, Javascript, Python, SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
224;224;Docker, Google Cloud Platform, Kubernetes;Python;Ninguno de los anteriores;Google Cloud Storage, BigQuery;Ninguna de las anteriores
225;225;Azure, Windows Server;Bash/Shell, PowerShell;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
226;226;Amazon Web Services, Azure, Docker, Google Cloud Platform, VMWare;HTML, Javascript, PHP, Python;Bootstrap, jQuery, Laravel;MongoDB, MySQL;PHPUnit
227;227;Azure, Docker, Kubernetes;Javascript, SQL;Bootstrap;MongoDB, MySQL;Cypress
228;228;Amazon Web Services, Docker, Kubernetes;Go;Ninguno de los anteriores;Redis;Ninguna de las anteriores
229;229;Amazon Web Services, Docker, Heroku;Javascript, PHP, Swift;Laravel;Microsoft SQL Server;Postman
230;230;Docker;Java;Bootstrap, Spring;Microsoft SQL Server;JUnit, Postman
231;231;Azure, ServiceNow;Javascript;Ninguno de los anteriores;MariaDB;Ninguna de las anteriores
232;232;Azure;SQL;Ninguno de los anteriores;Microsoft SQL Server, Oracle, Teradata;Ninguna de las anteriores
233;233;Ninguna de las anteriores;Java, Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Jest, JUnit, Postman, Puppeteer, Selenium, SoapUI
234;234;Amazon Web Services, Azure, Firebase, Google Cloud Platform;HTML, Javascript, Python, SQL;Ninguno de los anteriores;MongoDB, Teradata;Ninguna de las anteriores
235;235;Docker;Javascript, PHP, SQL;Laravel, Vue.js;Microsoft SQL Server, MySQL;Ninguna de las anteriores
236;236;Amazon Web Services, IBM Cloud / Watson, Linux;HTML, Java, Javascript, TypeScript;Bootstrap, jQuery, React.js;MongoDB, MySQL;Jest
237;237;Linux;HTML, Javascript, Python;Bootstrap;MySQL;Ninguna de las anteriores
238;238;Amazon Web Services;Javascript, TypeScript;React.js;Ninguna de las anteriores;Cypress, Jest
239;239;Docker, Google Cloud Platform, Linux, Serverless;Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript;Bootstrap, Node.js, Vue.js;MongoDB, MySQL;Ninguna de las anteriores
240;240;Linux;Java, Kotlin;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
241;241;Amazon Web Services, Windows Server;Python, SQL;Ninguno de los anteriores;Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
242;242;Ninguna de las anteriores;Javascript, TypeScript;.NET Core, Angular, Bootstrap;Ninguna de las anteriores;Jazmine
243;243;Amazon Web Services;TypeScript;Node.js;Amazon RDS/Aurora, MongoDB, PostgreSQL;Jest
244;244;Azure, Docker, Windows Server;C#;Angular;Microsoft SQL Server, Oracle;NUnit
245;245;Docker, Linux;CSS, HTML, Javascript, TypeScript;Angular, Node.js;PostgreSQL;Postman
246;246;Ninguna de las anteriores;Javascript;Angular, React.js;Ninguna de las anteriores;Jest
247;247;Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift;Bash/Shell, CSS, HTML, Java, Javascript, Python, SQL;Angular, Flask, Next.js, React.js, TensorFlow;Microsoft SQL Server, MongoDB, PostgreSQL, Redis, Teradata;JUnit, Postman, Selenium
248;248;Amazon Web Services, Azure, Google Cloud Platform;CSS, HTML, Javascript, TypeScript;React.js;MongoDB, MySQL;Cucumber, Cypress, Jest
249;249;Linux;Bash/Shell, C++, C#, SQL;Ninguno de los anteriores;MySQL, Oracle;Ninguna de las anteriores
250;250;Amazon Web Services, Docker, Serverless, Vercel, Contentful, ;TypeScript;Next.js, Node.js, React.js, Vite, Nest.js;PostgreSQL, Redis;Cypress, Jest, Postman
251;251;Azure, Cyberark;Java, Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
252;252;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
253;253;Docker, Linux, VMWare;Python;Django;ElasticSearch, MongoDB, PostgreSQL, Redis;Ninguna de las anteriores
254;254;Amazon Web Services, Docker, Kubernetes;.NET, C, C++, C#, CSS, Go, HTML, Java, Javascript, Kotlin, PHP, Python, SQL;.NET Core, Angular, Bootstrap, Django, Hibernate, jQuery, Node.js, Spring, Vue.js;ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite;JUnit, NUnit, OpenQA, Postman, SoapUI, TFS
255;255;Ninguna de las anteriores;HTML, Python, R, SQL, VBA;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Ninguna de las anteriores
256;256;Amazon Web Services;TypeScript;Node.js;PostgreSQL;Excel y test manuales. Horrible
257;257;Docker;CSS, HTML, Java, Javascript, TypeScript;Angular, Node.js, React.js, Spring;MongoDB, MySQL, PostgreSQL;Postman
258;258;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
259;259;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Selenium
260;260;Docker, Linux;HTML, Javascript;Angular, Node.js;MongoDB;Cypress, Jest, Karma
261;261;Azure, SAP;Ninguno de los anteriores;SAP;HANA;Ninguna de las anteriores
262;262;Azure, Kubernetes, Windows Server;.NET, Bash/Shell, C#, Javascript, SQL, TypeScript;.NET Core, React.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB;Ninguna de las anteriores
263;263;Amazon Web Services, Azure;Python, SQL;Spark;Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle;Ninguna de las anteriores
264;264;Linux, OpenShift, Windows Server;CSS, HTML, Java, Javascript, SQL;Ninguno de los anteriores;Microsoft SQL Server, Oracle;Postman
265;265;Linux;CSS, HTML, Java, Javascript, SQL, TypeScript;Hibernate, React.js, Spring;Informix, Microsoft SQL Server, Oracle;JUnit
266;266;Ninguna de las anteriores;Javascript, SQL;Ninguno de los anteriores;Microsoft SQL Server, MongoDB, PostgreSQL;Postman, Visual Studio Coded UI
267;267;Docker, Kubernetes, Linux, OpenShift, F5;Bash/Shell;Ninguno de los anteriores;MongoDB, MySQL, Oracle, PostgreSQL, Redis;Postman
268;268;Kubernetes, OpenShift;CSS, HTML, Java, SQL, TypeScript;Angular;Oracle;Ninguna de las anteriores
269;269;Kubernetes, Cloud foundry;Python, SQL;Django, Fast api;MongoDB, Oracle;pytest
270;270;Ninguna de las anteriores;Javascript, Python;Ninguno de los anteriores;Microsoft SQL Server, Redis, Sybase;Ninguna de las anteriores
271;271;Docker, Firebase, Google Cloud Platform, Serverless;Go, Javascript, SQL;Node.js;Google Cloud Storage, MySQL, Redis;Jest
272;272;Arduino o similar, Firebase, Google Cloud Platform, Heroku, Linux, Microcontroladores, SAP, VMWare, Windows Server;Arduino, SQL;Bootstrap, React.js, SAP, WordPress;HANA, MariaDB, Microsoft SQL Server, MySQL;Postman
273;273;Docker;.NET;.NET Core;PostgreSQL;Ninguna de las anteriores
274;274;Azure, Kubernetes, Linux;.NET, C#, HTML, TypeScript;.NET Core;PostgreSQL;Ninguna de las anteriores
275;275;Google Cloud Platform;Javascript, Python, SQL;Ninguno de los anteriores;Google Cloud Storage, Teradata;Ninguna de las anteriores
276;276;Amazon Web Services, Docker;CSS, HTML, Javascript;Node.js, React.js;MongoDB;Ninguna de las anteriores
277;277;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
278;278;Linux;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
279;279;Docker, Firebase, Google Cloud Platform, Linux;CSS, HTML, Java, Javascript, PHP, Python, SQL;Angular, Bootstrap, Django, Flask, Laravel, Node.js, React.js, WordPress;ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, PostgreSQL, Redis;Postman
280;280;Azure, Kubernetes, Windows Server, SCCM, SCOM, Microsoft 365;Bash/Shell, PowerShell ;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
281;281;Amazon Web Services, Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenStack;Python, SQL;Ninguno de los anteriores;IBM Db2, MongoDB;SoapUI
282;282;Amazon Web Services, Docker, Linux, VMWare, Windows Server;Python, SQL;Django;Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Ninguna de las anteriores
283;283;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless;Bash/Shell, Javascript, Python;Flask;Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MongoDB, PostgreSQL;Selenium
284;284;Linux;Java, SQL;Ninguno de los anteriores;PostgreSQL;Ninguna de las anteriores
285;285;Amazon Web Services, Docker, Linux, Serverless, Windows Server;SQL;Hadoop, Node.js;Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MySQL, Oracle, PostgreSQL;Ninguna de las anteriores
286;286;Firebase;Swift;SwiftUI;Ninguna de las anteriores;Ninguna de las anteriores
287;287;Arduino o similar, Linux, Windows Server, Hyper-V;.NET, SQL;Ninguno de los anteriores;Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
288;288;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Angular, React.js;Ninguna de las anteriores;Ninguna de las anteriores
289;289;Azure;sql;;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;
290;290;ms sql;.NET, SQL;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
291;291;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
292;292;Docker, Firebase;CSS, HTML, Java, Javascript, SQL, Swift, TypeScript;Next.js, Node.js, React.js;MariaDB, MongoDB, MySQL, PostgreSQL;Jest, Postman
293;293;Amazon Web Services, *BSD, Docker, Kubernetes, Linux, Serverless, VMWare, Windows Server, Bases de Datos, hardware / appliances de networking;Bash/Shell, SQL;WordPress;Amazon RDS/Aurora, MariaDB, MySQL, PostgreSQL, Redis;Ninguna de las anteriores
294;294;Amazon Web Services, Docker, Serverless;Bash/Shell, Javascript, Python;Node.js;Amazon DynamoDB, Amazon RDS/Aurora, MySQL, Redis;Jest, Mocha, pytest
295;295;Linux, Solaris;Bash/Shell, Java, Python, SQL;Ninguno de los anteriores;Microsoft SQL Server, Oracle;SoapUI
296;296;Ninguna de las anteriores;HTML, Javascript, Ruby, TypeScript;Rails, React.js;PostgreSQL;Cypress, Jest
297;297;Google Cloud Platform, Kubernetes;Javascript, Python, SQL;Ninguno de los anteriores;Google Cloud Storage, MySQL;Ninguna de las anteriores
298;298;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
299;299;Ninguna de las anteriores;Swift;SwiftUI;Ninguna de las anteriores;Quick y Nimble
300;300;Docker, Kubernetes;Go, Java, SQL;Hibernate, Spring;ElasticSearch, Microsoft SQL Server, MongoDB, MySQL;Ninguna de las anteriores
301;301;Ninguna de las anteriores;Ninguno de los anteriores;WordPress;Ninguna de las anteriores;Ninguna de las anteriores
302;302;Docker, Kubernetes, Linux;Java, Python, SQL;Node.js, Spring;MySQL, Redis;Ninguna de las anteriores
303;303;Amazon Web Services, Docker, Kubernetes;Python;Ninguno de los anteriores;ElasticSearch;Ninguna de las anteriores
304;304;Firebase;C#, Kotlin;Ninguno de los anteriores;SQLite;Ninguna de las anteriores
305;305;Ninguna de las anteriores;Python, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
306;306;Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, Solaris, VMWare;Bash/Shell, Groovy;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
307;307;Amazon Web Services, Google Cloud Platform;Javascript;Next.js, Node.js, React.js;Google Cloud Storage;Postman
308;308;Azure, *BSD, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, OpenShift, OpenStack, VMWare, Windows Server;.NET, Bash/Shell, Java, Javascript, PHP, Python, SQL, TypeScript;.NET Core, Akka, Angular, Bootstrap, Node.js, Spring, TensorFlow, Vue.js, WordPress;Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, SQLite;Appium, PHPUnit
309;309;Ninguna de las anteriores;GENEXUS;Bantotal;IBM Db2;Ninguna de las anteriores
310;310;Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux, Serverless;Bash/Shell, C#, Go, Javascript, Python;Tornadoweb;Amazon DynamoDB, Amazon RDS/Aurora, Redis;Ninguna de las anteriores
311;311;Confluence, ServiceNow;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
312;312;Ninguna de las anteriores;Java, Javascript, SQL;Spring;Oracle;Ninguna de las anteriores
313;313;Docker;CSS, HTML, Javascript;Bootstrap, jQuery, React.js;Ninguna de las anteriores;Ninguna de las anteriores
314;314;AIX, Linux, Windows Server;Bash/Shell;Ninguno de los anteriores;IBM Db2, Microsoft SQL Server;Ninguna de las anteriores
315;315;Linux;Java;Spring;IBM Db2;Ninguna de las anteriores
316;316;Google Cloud Platform;Python, SQL;Ninguno de los anteriores;Google Cloud Storage;Ninguna de las anteriores
317;317;Windows Server;.NET, C#, CSS, HTML, Javascript, SQL;.NET Core, Bootstrap, jQuery, Vue.js;Microsoft SQL Server, Oracle;Postman, SoapUI
318;318;Amazon Web Services, Kubernetes;Ninguno de los anteriores;Ninguno de los anteriores;Amazon RDS/Aurora, MySQL;Ninguna de las anteriores
319;319;Docker, Kubernetes, Linux;C#, Python, SQL;Django, Flask;MySQL;pytest
320;320;Docker, OpenShift;Java;Angular;Oracle;JUnit
321;321;Amazon Web Services, Docker, Google Cloud Platform, Heroku, Linux;Javascript, Python;Django, jQuery, Vue.js;Google Cloud Storage, PostgreSQL, SQLite;Ninguna de las anteriores
322;322;Amazon Web Services, Google Cloud Platform, SAP, Windows Server;SQL;Ninguno de los anteriores;Amazon Redshift, PostgreSQL;Ninguna de las anteriores
323;323;Docker;CSS, HTML, Java, Javascript, TypeScript;Angular, Node.js, React.js;MongoDB;Jest, Postman
324;324;Azure, Docker, Kubernetes, OpenShift;.NET, C#;.NET Core;Microsoft SQL Server;Postman
325;325;SAP, Netegia;Ninguno de los anteriores;Ninguno de los anteriores;Netegia, Redmine;Redmine
326;326;Docker, Kubernetes, Linux;.NET, C#;.NET Core;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
