ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
265;585;;;;
266;586;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
266;587;;;;
267;588;Universitario;Completo;Ingenierí?a en Informí¡tica;
267;589;;;;
268;590;Posgrado/Especialización;En curso;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
269;591;Universitario;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
270;592;Posgrado/Especialización;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
270;593;;;;
271;594;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
271;595;;;;
271;596;;;;
272;597;Universitario;En curso;Tecnicatura en Programación;UNSAM - Universidad de San Martí?n
272;598;;;;
272;599;;;;
273;600;Universitario;En curso;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata
274;601;Terciario;Incompleto;Diseí±o Multimedial;Escuela Da Vinci
274;602;;;;
275;603;Universitario;Incompleto;Ingenierí?a Electrónica;UNC - Universidad Nacional de Córdoba
275;604;;;;
276;605;Universitario;Completo;Analista de Sistemas;UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires
277;606;Secundario;Completo;Tecnicatura en Programación;
278;607;Posgrado/Especialización;Completo;Tecnicatura Electrónica;
279;608;Terciario;En curso;Tecnicatura en seguridad informí¡tica;
279;609;;;;
279;610;;;;
280;611;Universitario;En curso;Telecomunicaciones;Universidad Siglo 21
281;612;Universitario;Incompleto;varias de las mencionadas;
282;613;Terciario;En curso;Analista de Sistemas;
283;614;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
284;615;Universitario;Completo;Ingenierí?a en Informí¡tica;
285;616;Universitario;Completo;Licenciatura en Sistemas de Información;
285;617;;;;
286;618;Universitario;Completo;Ingenierí?a en Sistemas de Información;
286;619;;;;
286;620;;;;
287;621;Universitario;Incompleto;Ingenierí?a Electrónica;UNCUYO - Universidad Nacional de Cuyo
287;622;;;;
287;623;;;;
288;624;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
288;625;;;;
289;626;Universitario;Completo;Ingenierí?a Electrónica;UNLP - Universidad Nacional de La Plata
289;627;;;;
290;628;Terciario;En curso;Analista de Sistemas;
291;629;Secundario;Completo;Cursos QA;
291;630;;;;
291;631;;;;
291;632;;;;
292;633;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
292;634;;;;
292;635;;;;
293;636;Universitario;En curso;Ingenierí?a en Sistemas de Información;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
293;637;;;;
294;638;Universitario;Incompleto;Tecnicatura en Programación;
294;639;;;;
294;640;;;;
295;641;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
296;642;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
296;643;;;;
296;644;;;;
296;645;;;;
297;646;Universitario;Completo;Ingenierí?a en Informí¡tica;UAI - Universidad Abierta Interamericana
298;647;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
299;648;Posgrado/Especialización;Completo;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
299;649;;;;
299;650;;;;
299;651;;;;
300;652;Universitario;Completo;Licenciatura en Sistemas de Información;UP - Universidad de Palermo
300;653;;;;
301;654;Universitario;En curso;Lic en Tecnologí?as Digitales;
302;655;Universitario;Incompleto;Ingenierí?a en Software;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
303;656;Posgrado/Especialización;Completo;Diseí±o Grí¡fico;UNLA - Universidad Nacional de Laníºs
303;657;;;;
303;658;;;;
303;659;;;;
303;660;;;;
304;661;Universitario;Completo;Ingenierí?a en Informí¡tica;USAL - Universidad del Salvador
305;662;Universitario;Completo;Ingeniero Civil;UNR - Universidad Nacional de Rosario
305;663;;;;
305;664;;;;
306;665;Universitario;Completo;Ingenierí?a en Informí¡tica;UNC - Universidad Nacional de Córdoba
307;666;Maestrí?a;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
307;667;;;;
307;668;;;;
307;669;;;;
307;670;;;;
308;671;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
308;672;;;;
308;673;;;;
308;674;;;;
308;675;;;;
308;676;;;;
308;677;;;;
308;678;;;;
309;679;Secundario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
309;680;;;;
309;681;;;;
310;682;Universitario;Incompleto;Ingenierí?a Industrial;UNR - Universidad Nacional de Rosario
310;683;;;;
310;684;;;;
310;685;;;;
311;686;Secundario;Completo;Tecnicatura Electrónica;
312;687;Universitario;Incompleto;Ingenierí?a en Computación;
312;688;;;;
312;689;;;;
313;690;Universitario;Incompleto;Ingenierí?a Industrial;UNL - Universidad Nacional del Litoral
314;691;Universitario;Completo;Ingenierí?a en Telecomunicaciones;UADE - Universidad Argentina De la Empresa
314;692;;;;
315;693;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
315;694;;;;
315;695;;;;
316;696;Universitario;En curso;Licenciatura en Sistemas de Información;
316;697;;;;
317;698;Universitario;En curso;Licenciatura en Psicologí?a;UK - Universidad Kennedy
317;699;;;;
318;700;Universitario;Completo;Licenciatura en gestion de la informacion;
318;701;;;;
319;702;Maestrí?a;En curso;Ingenierí?a en Software;UNLP - Universidad Nacional de La Plata
319;703;;;;
320;704;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
320;705;;;;
321;706;Terciario;Completo;Analista de Sistemas;
322;707;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
323;708;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNR - Universidad Nacional de Rosario
323;709;;;;
324;710;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
324;711;;;;
325;712;Posgrado/Especialización;En curso;Ingenierí?a Industrial;UTN - Universidad Tecnológica Nacional
326;713;Universitario;Incompleto;Licenciatura en Aní¡lisis de Sistemas;
327;714;Universitario;Completo;Licenciatura en Sistemas de Información;UNLA - Universidad Nacional de Laníºs
327;715;;;;
327;716;;;;
327;717;;;;
328;718;Universitario;Incompleto;Analista de Sistemas;UBA - Universidad de Buenos Aires
328;719;;;;
329;720;Universitario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
329;721;;;;
330;722;Posgrado/Especialización;En curso;Analista Programador;UAI - Universidad Abierta Interamericana
331;723;Maestrí?a;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
332;724;Terciario;Completo;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
332;725;;;;
333;726;Posgrado/Especialización;Completo;Licenciatura en Psicologí?a;UK - Universidad Kennedy
333;727;;;;
333;728;;;;
333;729;;;;
333;730;;;;
334;731;Terciario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
335;732;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
335;733;;;;
336;734;Maestrí?a;Completo;Licenciatura en Sistemas de Información;
336;735;;;;
337;736;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
337;737;;;;
337;738;;;;
337;739;;;;
338;740;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;
338;741;;;;
339;742;Secundario;Completo;Tecnicatura en Computación;
339;743;;;;
340;744;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
341;745;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
342;746;Universitario;En curso;Licenciatura en Sistemas de Información;UAI - Universidad Abierta Interamericana
343;747;Universitario;En curso;Cs  fí?sicas;UBA - Universidad de Buenos Aires
343;748;;;;
343;749;;;;
344;750;Universitario;Completo;Ingenierí?a en Computación;UNS - Universidad Nacional del Sur
344;751;;;;
344;752;;;;
345;753;Universitario;En curso;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata
346;754;Posgrado/Especialización;Completo;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
347;755;Universitario;Completo;Tecnicatura en Licenciatura en Marketing y publicidad digital;Universidad Siglo 21
348;756;Maestrí?a;En curso;Licenciatura en Tecnologí?as Digitales para la Educación;UNLA - Universidad Nacional de Laníºs
349;757;Terciario;Completo;Analista de Sistemas;
350;758;Terciario;Completo;Analista de Sistemas;UNR - Universidad Nacional de Rosario
350;759;;;;
351;760;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
351;761;;;;
352;762;Universitario;Incompleto;Licenciatura en Sistemas de Información;UNLA - Universidad Nacional de Laníºs
352;763;;;;
352;764;;;;
353;765;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
354;766;Universitario;Completo;Ingenierí?a en Sistemas de Información;UNS - Universidad Nacional del Sur
355;767;Universitario;Completo;Licenciatura en Sistemas de Información;UADE - Universidad Argentina De la Empresa
356;768;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
356;769;;;;
356;770;;;;
357;771;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
358;772;Universitario;En curso;Licenciatura en Informí¡tica;
359;773;Universitario;Incompleto;Programador Universitario;UTN - Universidad Tecnológica Nacional
360;774;Universitario;En curso;Ingenierí?a en Informí¡tica;IUA - Instituto Universitario Aeroní¡utico
361;775;Universitario;Completo;Ingenierí?a en Software;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
362;776;Universitario;Completo;Licenciatura en Ciencias de la Computación;UP - Universidad de Palermo
363;777;Maestrí?a;Incompleto;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
363;778;;;;
363;779;;;;
363;780;;;;
363;781;;;;
363;782;;;;
364;783;Universitario;Completo;Licenciatura en Sistemas de Información;USAL - Universidad del Salvador
364;784;;;;
365;785;Terciario;Incompleto;Analista de Sistemas;
365;786;;;;
366;787;Universitario;Completo;Profesorado en Lengua y Literatura;UADER - Universidad Autónoma de Entre Rí?os
367;788;Universitario;En curso;Licenciatura en Informí¡tica;UP - Universidad de Palermo
368;789;Terciario;Completo;Tecnicatura en Programación;
368;790;;;;
368;791;;;;
369;792;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
370;793;Universitario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
370;794;;;;
371;795;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNS - Universidad Nacional del Sur
372;796;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNCOMA - Universidad Nacional del Comahu
372;797;;;;
372;798;;;;
372;799;;;;
372;800;;;;
373;801;Universitario;Incompleto;Economí?a;UBA - Universidad de Buenos Aires
373;802;;;;
373;803;;;;
374;804;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
375;805;Universitario;En curso;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
376;806;Universitario;Incompleto;Licenciatura en Informí¡tica;Universidad Siglo 21
377;807;Secundario;Completo;;
377;808;;;;
378;809;Universitario;Completo;Ingenierí?a en Informí¡tica;UTN - Universidad Tecnológica Nacional
378;810;;;;
379;811;Universitario;Completo;Telecomunicaciones;UNCUYO - Universidad Nacional de Cuyo
380;812;Universitario;Completo;Licenciatura en Gestión de la Información;
380;813;;;;
380;814;;;;
380;815;;;;
381;816;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
381;817;;;;
382;818;Secundario;Completo;Comunicaciones;
383;819;Universitario;Completo;Ingenierí?a en Computación;
384;820;Secundario;Completo;Ingenierí?a en Software;
385;821;Universitario;Incompleto;Licenciatura en Psicologí?a;UBA - Universidad de Buenos Aires
386;822;Universitario;Completo;Ingenierí?a en Computación;
386;823;;;;
386;824;;;;
386;825;;;;
387;826;Universitario;Completo;Diseí±o Grí¡fico;UNLP - Universidad Nacional de La Plata
387;827;;;;
388;828;Terciario;Completo;Analista de Sistemas;
388;829;;;;
389;830;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
390;831;Maestrí?a;Completo;Licenciatura en Economí?a;UADE - Universidad Argentina De la Empresa
390;832;;;;
390;833;;;;
391;834;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
392;835;Universitario;Incompleto;Tecnicatura en Informí¡tica;UBA - Universidad de Buenos Aires
392;836;;;;
392;837;;;;
392;838;;;;
392;839;;;;
393;840;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
393;841;;;;
394;842;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
395;843;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
395;844;;;;
395;845;;;;
395;846;;;;
395;847;;;;
396;848;Maestrí?a;En curso;Ingenierí?a Electrónica;IUA - Instituto Universitario Aeroní¡utico
396;849;;;;
397;850;Universitario;Incompleto;Ingenierí?a mecí¡nica;UTN - Universidad Tecnológica Nacional
398;851;Secundario;Completo;Tecnicatura Electrónica;
399;852;Universitario;En curso;Ingenierí?a en Informí¡tica;
400;853;Terciario;Completo;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
400;854;;;;
400;855;;;;
401;856;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
401;857;;;;
401;858;;;;
401;859;;;;
401;860;;;;
402;861;Universitario;En curso;Analista de Computación;UNLP - Universidad Nacional de La Plata
403;862;Terciario;En curso;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
404;863;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
405;864;Universitario;Completo;Diseí±o Grí¡fico;UNLP - Universidad Nacional de La Plata
405;865;;;;
406;866;Terciario;En curso;Analista de Sistemas;
407;867;Universitario;Incompleto;Analista de Sistemas;
407;868;;;;
408;869;Maestrí?a;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
408;870;;;;
408;871;;;;
408;872;;;;
409;873;Posgrado/Especialización;Completo;Licenciatura en Administración de Empresas;
410;874;Posgrado/Especialización;En curso;Informatica Medica;UADE - Universidad Argentina De la Empresa
411;875;Maestrí?a;En curso;Licenciatura en Fí?sica;UBA - Universidad de Buenos Aires
411;876;;;;
412;877;Universitario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
412;878;;;;
412;879;;;;
412;880;;;;
412;881;;;;
412;882;;;;
412;883;;;;
412;884;;;;
413;885;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
413;886;;;;
413;887;;;;
413;888;;;;
414;889;Universitario;En curso;Analista de Computación;UNRC - Universidad Nacional de Rí?o Cuarto
414;890;;;;
415;891;Posgrado/Especialización;Incompleto;Ingenierí?a en Informí¡tica;UNL - Universidad Nacional del Litoral
415;892;;;;
416;893;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UCAECE - Centro de Altos Estudios en Ciencias Exactas
417;894;Terciario;Completo;Tecnicatura en Programación;
417;895;;;;
417;896;;;;
417;897;;;;
417;898;;;;
417;899;;;;
418;900;Terciario;Completo;Analista de Sistemas;ORT
418;901;;;;
418;902;;;;
418;903;;;;
418;904;;;;
418;905;;;;
418;906;;;;
418;907;;;;
418;908;;;;
418;909;;;;
419;910;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
420;911;Universitario;En curso;Licenciatura en Sistemas de Información;UNLA - Universidad Nacional de Laníºs
421;912;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
